"id","doc_number","text_start","text_end","file_name","path_name","old_file_name","topic_code","topic_number","line_number","new_line","users_id","created_at","updated_at","formula_master_pms_line_id"
"109","MF2211005","","กล่องด้านข้างขวา","20230628_172623_10.3.jpg","20230628_172623_10.3.jpg","10.3.jpg","FM","10","1","0","19","2022-11-29 08:10:20","2023-06-28 10:26:23","220"
"110","MF2211005","","กล่องด้านข้างหลัง","20230628_172630_10.4.jpg","20230628_172630_10.4.jpg","10.4.jpg","FM","10","1","0","19","2022-11-29 08:10:55","2023-06-28 10:26:30","220"
"111","MF2211005","","ด้านบนฝาปิดของกล่อง","20230628_172637_10.6.jpg","20230628_172637_10.6.jpg","10.6.jpg","FM","10","1","1","19","2022-11-29 08:11:25","2023-06-28 10:31:32","220"
"112","MF2211005","-","","-","-","-","FM","10","2","0","1","2022-11-29 08:11:34","2022-11-29 08:11:34","221"
"113","MF2211005","•	กล่องฐานสีเหลี่ยมจัตุรัส\r\n•	สีขาว และ สีชมพู มีความทึบแสง\r\n•	ด้านหน้ากล่อง จะประกอบไปด้วย ชื่อแบรนด์ SEOUL ORGANIC CREAM , รูปภาพกระปุกครีม และเครื่องหมาย Dermatologist tested ผ่านการทดสอบการระคายเคืองจากแพทย์ผิวหนัง\r\n•	ชื่อแบรนด์ ภาษาอังกฤษ และ ภาษาเกาหลี มีการปั๊มนูนทั้ง 2 ภาษา เป็นข้อความสีดำ\r\n•	ด้านข้าง ซ้าย - ขาว และด้านหลัง มีรายละเอียดรอบกล่อง\r\n•	ด้านบนฝาปิดของกล่อง สีชมพู จะประกอบไปด้วย ชื่อแบรนด์ ภาษาอังกฤษ และ ภาษาเกาหลี มีการปั๊มนูนทั้ง 2 ภาษา เป็นข้อความสีขาว\r\nดังรูปภาพประกอบ","","20221129_151231_กล่องบรรจุ.png","20221129_151231_กล่องบรรจุ.png","กล่องบรรจุ.png","FM","10","3","0","1","2022-11-29 08:12:31","2022-11-29 08:12:31","222"
"114","MF2211005","-","","-","-","-","FM","10","4","0","1","2022-11-29 08:13:03","2022-11-29 08:13:03","223"
"115","MF2211005","54.47 g ± 2.72 g.","","-","-","-","FM","10","5","0","1","2022-11-29 08:14:21","2022-11-29 08:14:21","224"
"116","MF2211008","ไม่มีข้อมูล","","-","-","-","FM","10","1","0","1","2022-11-30 04:11:07","2022-11-30 04:11:07","249"
"117","MF2211008","ไม่มีข้อมูล","","-","-","-","FM","10","2","0","1","2022-11-30 04:11:11","2022-11-30 04:11:11","250"
"118","MF2211008","ไม่มีข้อมูล","","-","-","-","FM","10","3","0","1","2022-11-30 04:11:15","2022-11-30 04:11:15","251"
"119","MF2211008","ไม่มีข้อมูล","","-","-","-","FM","10","4","0","1","2022-11-30 04:11:20","2022-11-30 04:11:20","252"
"120","MF2211008","ไม่มีข้อมูล","","-","-","-","FM","10","5","0","1","2022-11-30 04:11:25","2022-11-30 04:11:25","253"
"129","MF2211009","•ขวดทรงสูง \r\n•ฝาหมุนสีขาว ตัวขวดใส\r\n•มี logo ด้านหน้า คำว่า CLEAN SKINCARE\r\n•ตัวอักษร เป็นสีดำ\r\n•ขวดต้องเป็นรูปทรง ไม่บิดเบี้ยว ตั้งได้ไม่เอียงเอน\r\nดังรูปภาพประกอบ\r\nด้านหน้าของขวด","","20230712_173847_10.jpg","20230712_173847_10.jpg","10.jpg","FM","10","1","1","19","2022-11-30 07:43:44","2023-07-12 10:41:15","262"
"130","MF2211009","-","","-","-","-","FM","10","2","0","1","2022-11-30 07:43:56","2022-11-30 08:13:06","263"
"131","MF2211009","-","","-","-","-","FM","10","3","0","1","2022-11-30 07:44:03","2022-11-30 08:13:10","264"
"132","MF2211009","•ชริ้งฟิล์มที่ขวด ด้วยเครื่องอุโมงค์ความร้อน","","-","-","-","FM","10","4","0","19","2022-11-30 07:44:09","2023-07-12 10:40:20","265"
"133","MF2211009","•225.67 g. ± 11.28 g.","","-","-","-","FM","10","5","0","19","2022-11-30 07:44:17","2023-07-12 10:40:31","266"
"142","MF2212002","-ขวดพร้อมสกรีน ทรงสูง เนื้อด้านสีขุ่น สกรีนตัวหนังสือสีขาว\r\n-ชุดหัวปั๊ม สีขาว \r\n-ฝาสีครีม ทึบแสง\r\nดังรูปภาพประกอบ","","20230814_134146_10.1 (4) (1) (1).png","20230814_134146_10.1 (4) (1) (1).png","10.1 (4) (1) (1).png","FM","10","1","0","19","2022-12-02 04:04:54","2023-08-14 06:41:46","283"
"143","MF2212002","-","","-","-","-","FM","10","3","0","19","2022-12-02 04:04:57","2023-08-14 06:06:59","285"
"144","MF2212002","-","","-","-","-","FM","10","2","0","19","2022-12-02 04:05:01","2023-08-14 06:06:47","284"
"145","MF2212002","275.65 g. ± 13.78 g.","","-","-","-","FM","10","5","0","19","2022-12-02 04:05:05","2023-08-14 06:07:25","287"
"146","MF2212002","•ชริ้งฟิล์มที่ขวด ด้วยเครื่องอุโมงค์ความร้อน","","-","-","-","FM","10","4","0","19","2022-12-02 04:05:08","2023-08-14 06:07:12","286"
"190","MF2212006","•กล่องเปิดปิด ทรงสี่เหลี่ยม สีชมพูอ่อน ทึบแสง\r\n•เรียบเนียน มีผิวสัมผัสบริเวณที่มีการปั้มฟรอยด์เงิน\r\nดังรูปภาพ","","20230808_172223_batch_1-side.jpg","20230808_172223_batch_1-side.jpg","batch_1-side.jpg","FM","10","1","0","19","2022-12-06 10:04:43","2023-08-08 10:22:23","322"
"191","MF2212006","ติดฉลากภาษาไทย สคบ ที่ด้านข้างกล่องด้านขวา โดยหันหน้ากล่องเข้าหา ใช้วัสดุที่มีความเงา พื้นขาว ทึบแสง พิมพ์รายละเอียดสีดำ\r\nดังรูปภาพ","","20230808_172425_5-side.jpg","20230808_172425_5-side.jpg","5-side.jpg","FM","10","2","0","19","2022-12-06 10:04:47","2023-08-08 10:24:25","323"
"192","MF2212006","•กล่องเปิดปิด ทรงสูง สีชมพูอ่อน ทึบแสง\r\n ดังรูปภาพ","","20230808_172442_กล่องบรรจุ.jpg","20230808_172442_กล่องบรรจุ.jpg","กล่องบรรจุ.jpg","FM","10","3","0","19","2022-12-06 10:04:51","2023-08-08 10:24:42","324"
"193","MF2212006","ชริ้งฟิล์มที่กล่อง ด้วยเครื่องอุโมงค์ความร้อน","","-","-","-","FM","10","4","0","19","2022-12-06 10:04:54","2023-08-08 10:25:18","325"
"194","MF2212006","156.87 g. ± 7.84 g.","","-","-","-","FM","10","5","0","19","2022-12-06 10:04:59","2023-08-08 10:25:05","326"
"203","MF2212010","ขวดแก้วโอปอล","","-","-","-","FM","7","1","0","1","2022-12-09 03:17:54","2022-12-09 03:18:42","337"
"204","MF2212010","ขวดแก้วโอปอล สีขาวนม ทึบแสง\r\nดังรูปภาพประกอบ","","20221209_101907_7.1 aloe.png","20221209_101907_7.1 aloe.png","7.1 aloe.png","FM","7","2","0","1","2022-12-09 03:18:03","2022-12-09 03:19:07","338"
"206","MF2212010","เรียบเนียน มีความสากมือ ตำแหน่งที่สกรีน","","-","-","-","FM","7","3","0","1","2022-12-09 03:19:17","2022-12-09 03:19:17","339"
"207","MF2212010","8 g.","","-","-","-","FM","7","4","0","1","2022-12-09 03:19:24","2022-12-09 03:19:24","340"
"208","MF2212010","-	เส้นผ่านศูนย์กลางคอขวด 19.60 mm ± 0.39 mm\r\n-	เส้นผ่านศูนย์กลางปากขวด 17.33 mm ± 0.35 mm\r\n-	เส้นผ่านศูนย์กลางตัวขวด 26.56 mm ± 0.53 mm\r\n-	ความสูง 58.53 mm ± 1.17 mm","","-","-","-","FM","7","5","0","1","2022-12-09 03:19:31","2022-12-09 03:19:31","341"
"209","MF2212010","น้ำหนัก ขวด 10 ชิ้น = 324.00 g.\r\nน้ำหนักเฉลี่ย 32.4 g./ขวด ± 1.62 g.","","-","-","-","FM","7","6","0","1","2022-12-09 03:20:12","2022-12-09 03:20:12","342"
"210","MF2212010","ไม่มี","","-","-","-","FM","7","7","0","1","2022-12-09 03:20:20","2022-12-09 03:20:20","343"
"211","MF2212010","พิมพ์ตัวหนังสือด้านหน้าและด้านหลัง","","-","-","-","FM","7","8","0","1","2022-12-09 03:20:28","2022-12-09 03:20:28","344"
"212","MF2212010","ชุดดรอปเปอร์","","-","-","-","FM","7","1","0","1","2022-12-09 03:20:37","2022-12-09 03:20:37","363"
"213","MF2212010","-	จุกบีบสีขาวนม ทึบแสง\r\n-	วาล์วสีขาวนม  ทึบแสง\r\n-	แท่งแก้วสีใส โปร่งแสง\r\nดังรูปภาพประกอบ","","20221209_102105_7.2 aloe.png","20221209_102105_7.2 aloe.png","7.2 aloe.png","FM","7","2","0","1","2022-12-09 03:21:05","2022-12-09 03:21:05","364"
"214","MF2212010","เรียบเนียน","","-","-","-","FM","7","3","0","1","2022-12-09 03:21:12","2022-12-09 03:21:12","365"
"215","MF2212010","-","","-","-","-","FM","7","4","0","1","2022-12-09 03:21:18","2022-12-09 03:21:18","366"
"216","MF2212010","-	เส้นผ่านศูนย์กลาง 20.30 mm ± 0.41 mm\r\n-	ความสูงรวมแท่งแก้วและจุกบีบ 74.62 mm ± 1.49 mm","","-","-","-","FM","7","5","0","1","2022-12-09 03:21:28","2022-12-09 03:21:28","367"
"217","MF2212010","น้ำหนัก ชุดดรอปเปอร์ 40.30 g.\r\nน้ำหนักสุทธิ 4.03 g./ชุด ± 0.20 g.","","-","-","-","FM","7","6","0","1","2022-12-09 03:21:33","2022-12-09 03:21:33","368"
"218","MF2212010","ไม่มี","","-","-","-","FM","7","7","0","1","2022-12-09 03:21:39","2022-12-09 03:21:39","369"
"219","MF2212010","ไม่มี","","-","-","-","FM","7","8","0","1","2022-12-09 03:21:42","2022-12-09 03:21:42","370"
"220","MF2212010","กระดาษ","","-","-","-","FM","7","1","0","1","2022-12-09 03:21:51","2022-12-09 03:21:51","371"
"221","MF2212010","กล่องเปิดปิด สีชมพูขาว มีความด้าน\r\nดังรูปภาพประกอบ","","20221209_102338_7.3 aloe.png","20221209_102338_7.3 aloe.png","7.3 aloe.png","FM","7","2","0","1","2022-12-09 03:23:38","2022-12-09 03:23:38","372"
"222","MF2212010","เรียบเนียน มีความนูนที่ชื่อแบรนด์","","-","-","-","FM","7","3","0","1","2022-12-09 03:23:47","2022-12-09 03:23:47","373"
"223","MF2212010","-","","-","-","-","FM","7","4","0","1","2022-12-09 03:23:52","2022-12-09 03:23:52","374"
"225","MF2212010","-	ความกว้าง 30.35 mm ± 0.61 mm\r\n-	ความยาว 30.58 mm ± 0.611 mm\r\n-       ความสูง 85.25 mm ± 1.71 mm","","-","-","-","FM","7","5","0","1","2022-12-09 03:25:33","2022-12-09 03:25:33","375"
"226","MF2212010","น้ำหนัก กล่อง 10 ชิ้น = 55.00 g.\r\nน้ำหนักเฉลี่ย 5.5 g./กล่อง ± 0.28 g.","","-","-","-","FM","7","6","0","1","2022-12-09 03:25:41","2022-12-09 03:25:41","376"
"227","MF2212010","ไม่มี","","-","-","-","FM","7","7","0","1","2022-12-09 03:25:47","2022-12-09 03:25:47","377"
"228","MF2212010","พิมพ์รูปภาพและตัวหนังสือ รอบด้าน","","-","-","-","FM","7","8","0","1","2022-12-09 03:25:54","2022-12-09 03:25:54","378"
"229","MF2212010","•	กล่องฐานสีเหลี่ยมจัตุรัส ทรงสูง\r\n•	สีขาว และ สีชมพู มีความทึบแสง\r\n•	ด้านหน้ากล่อง จะประกอบไปด้วย ชื่อแบรนด์ และรูปภาพขวด SEOUL ORGANIC ALOE SERUM \r\n•	ชื่อแบรนด์ ภาษาอังกฤษ และ ภาษาเกาหลี มีการปั๊มนูนทั้ง 2 ภาษา เป็นข้อความสีดำ\r\n•	ด้านข้าง ซ้าย - ขาว และด้านหลัง มีรายละเอียดรอบกล่อง\r\n•	ด้านบนฝาปิดของกล่อง สีชมพู จะประกอบไปด้วย ชื่อแบรนด์ ภาษาอังกฤษ และ ภาษาเกาหลี มีการปั๊มนูนทั้ง 2 ภาษา เป็นข้อความสีขาว\r\nดังรูปภาพประกอบ\r\nกล่องด้านหน้า","","20221209_103423_รูปภาพ4.png","20221209_103423_รูปภาพ4.png","รูปภาพ4.png","FM","10","1","1","1","2022-12-09 03:34:23","2022-12-13 02:57:38","379"
"230","MF2212010","กล่องด้านหลัง","","20221209_103440_รูปภาพ5.png","20221209_103440_รูปภาพ5.png","รูปภาพ5.png","FM","10","1","0","1","2022-12-09 03:34:40","2022-12-09 03:34:40","379"
"231","MF2212010","กล่องด้านข้างซ้าย","","20221209_103456_รูปภาพ6.png","20221209_103456_รูปภาพ6.png","รูปภาพ6.png","FM","10","1","0","1","2022-12-09 03:34:56","2022-12-09 03:34:56","379"
"232","MF2212010","กล่องด้านข้างขวา","","20221209_103508_รูปภาพ7.png","20221209_103508_รูปภาพ7.png","รูปภาพ7.png","FM","10","1","0","1","2022-12-09 03:35:09","2022-12-09 03:35:09","379"
"233","MF2212010","ด้านบนฝาปิดของกล่อง","","20221209_103525_รูปภาพ8.png","20221209_103525_รูปภาพ8.png","รูปภาพ8.png","FM","10","1","0","1","2022-12-09 03:35:25","2022-12-09 03:35:25","379"
"234","MF2212010","-","","-","-","-","FM","10","2","0","1","2022-12-09 03:35:32","2022-12-09 03:35:32","380"
"235","MF2212010","•	กล่องฐานสีเหลี่ยมจัตุรัส ทรงสูง\r\n•	สีขาว และ สีชมพู มีความทึบแสง\r\n•	ด้านหน้ากล่อง จะประกอบไปด้วย ชื่อแบรนด์ และรูปภาพขวด SEOUL ORGANIC ALOE SERUM \r\n•	ชื่อแบรนด์ ภาษาอังกฤษ และ ภาษาเกาหลี มีการปั๊มนูนทั้ง 2 ภาษา เป็นข้อความสีดำ\r\n•	ด้านข้าง ซ้าย - ขาว และด้านหลัง มีรายละเอียดรอบกล่อง\r\n•	ด้านบนฝาปิดของกล่อง สีชมพู จะประกอบไปด้วย ชื่อแบรนด์ ภาษาอังกฤษ และ ภาษาเกาหลี มีการปั๊มนูนทั้ง 2 ภาษา เป็นข้อความสีขาว\r\nดังรูปภาพประกอบ","","20221209_103623_รูปภาพ4.png","20221209_103623_รูปภาพ4.png","รูปภาพ4.png","FM","10","3","0","1","2022-12-09 03:36:23","2022-12-09 03:36:23","381"
"236","MF2212010","-","","-","-","-","FM","10","4","0","1","2022-12-09 03:36:29","2022-12-09 03:36:29","382"
"237","MF2212010","•	49.75 g. ± 2.49 g.","","-","-","-","FM","10","5","0","1","2022-12-09 03:36:37","2022-12-09 03:36:37","383"
"238","MF2212012","ขวดพร้อมสกรีน (สีใส) + ชุดหัวสเปรย์ (สีดำ)","","-","-","-","FM","7","1","0","1","2022-12-09 07:48:12","2022-12-09 07:48:12","384"
"239","MF2212012","","","20221209_144911_picture1.png","20221209_144911_picture1.png","Picture1.png","FM","7","2","0","1","2022-12-09 07:49:11","2022-12-09 07:49:11","385"
"240","MF2212012","เรียบ ลื่น","","-","-","-","FM","7","3","0","1","2022-12-09 07:49:19","2022-12-09 07:49:19","386"
"241","MF2212012","2.82 กรัม","","-","-","-","FM","7","4","0","1","2022-12-09 07:49:35","2022-12-09 07:49:35","387"
"242","MF2212012","-","","-","-","-","FM","7","5","0","1","2022-12-09 07:49:44","2022-12-09 07:49:44","388"
"243","MF2212012","-","","-","-","-","FM","7","6","0","1","2022-12-09 07:49:49","2022-12-09 07:49:49","389"
"244","MF2212012","ไม่มี","","-","-","-","FM","7","7","0","1","2022-12-09 07:50:04","2022-12-09 07:50:04","390"
"245","MF2212012","ไม่มี","","-","-","-","FM","7","8","0","1","2022-12-09 07:50:11","2022-12-09 07:50:11","391"
"246","MF2212012","","","20221209_145343_picture2.png","20221209_145343_picture2.png","Picture2.png","FM","10","1","0","1","2022-12-09 07:53:43","2022-12-09 07:53:43","392"
"247","MF2212012","ไม่มี","","-","-","-","FM","10","2","0","1","2022-12-09 07:54:03","2022-12-09 07:54:22","393"
"248","MF2212012","ถาดกล่อง+ปลอกสวมถาดสีดำ","","-","-","-","FM","10","3","0","1","2022-12-09 07:54:26","2022-12-09 07:54:26","394"
"249","MF2212012","ชริ้ง","","-","-","-","FM","10","4","0","1","2022-12-09 07:54:33","2022-12-09 07:54:33","395"
"250","MF2212012","ไม่มีข้อมูล","","-","-","-","FM","10","5","0","1","2022-12-09 07:54:44","2022-12-09 07:54:44","396"
"251","MF2212015","ชุดดรอปเปอร์","","-","-","-","FM","7","1","0","1","2022-12-10 09:20:14","2022-12-10 09:20:14","397"
"252","MF2212015","-จุกบีบสีขาวนม  ทึบแสง\r\n-วาล์วสีขาวนม ทึบแสง\r\n-แท่งแก้วสีใส โปร่งแสง\r\nดังรูปภาพประกอบ","","20221210_162117_ชุดดรอปเปอร์.jpg","20221210_162117_ชุดดรอปเปอร์.jpg","ชุดดรอปเปอร์.jpg","FM","7","2","0","1","2022-12-10 09:21:17","2022-12-10 09:21:17","398"
"253","MF2212015","เรียบเนียน","","-","-","-","FM","7","3","0","1","2022-12-10 09:21:32","2022-12-10 09:21:32","399"
"254","MF2212015","-","","-","-","-","FM","7","4","0","1","2022-12-10 09:21:38","2022-12-10 09:21:38","400"
"255","MF2212015","•เส้นผ่านศูนย์กลาง 20.30 mm ± 0.41 mm\r\nความสูงรวมแท่งแก้วและจุกบีบ 74.62 mm ± 1.49 mm","","-","-","-","FM","7","5","0","1","2022-12-10 09:25:25","2022-12-10 09:25:25","401"
"256","MF2212015","น้ำหนัก ชุดดรอปเปอร์ 40.30 g.\r\nน้ำหนักสุทธิ 4.03 g./ชุด ± 0.20 g.","","-","-","-","FM","7","6","0","1","2022-12-10 09:25:45","2022-12-10 09:25:45","402"
"257","MF2212015","ไม่มี","","-","-","-","FM","7","7","0","1","2022-12-10 09:27:33","2022-12-10 09:27:33","403"
"258","MF2212015","ไม่มี","","-","-","-","FM","7","8","0","1","2022-12-10 09:27:44","2022-12-10 09:27:44","404"
"259","MF2212015","ขวดพร้อมสกรีน","","-","-","-","FM","7","1","0","1","2022-12-10 09:28:00","2022-12-10 09:28:00","405"
"260","MF2212015","-ขวดแก้วโอปอลสีขาว ทึบแสง\r\n-สกรีนด้านหน้าและด้านหลัง\r\n                  ดังรูปภาพประกอบ","","20221210_163027_ขวดพร้อมสกรีน.jpg","20221210_163027_ขวดพร้อมสกรีน.jpg","ขวดพร้อมสกรีน.jpg","FM","7","2","0","1","2022-12-10 09:30:27","2022-12-10 09:30:27","406"
"261","MF2212015","เรียบเนียน และมีความสาก เมื่อสัมผัสบริเวณสกรีน","","-","-","-","FM","7","3","0","1","2022-12-10 09:30:41","2022-12-10 09:30:41","407"
"262","MF2212015","7 g.","","-","-","-","FM","7","4","0","1","2022-12-10 09:30:52","2022-12-10 09:30:52","408"
"263","MF2212015","เส้นผ่านศูนย์กลางคอขวด 20.05 mm ± 0.40 mm\r\nเส้นผ่านศูนย์กลางปากขวด 17.65 mm ± 0.35 mm\r\nเส้นผ่านศูนย์กลางขวด 26.47 mm ± 0.53 mm","","-","-","-","FM","7","5","0","1","2022-12-10 09:31:06","2022-12-10 09:32:21","409"
"265","MF2212015","-","","-","-","-","FM","7","6","0","1","2022-12-10 09:32:29","2022-12-10 09:32:29","410"
"266","MF2212015","-","","-","-","-","FM","7","7","0","1","2022-12-10 09:32:33","2022-12-10 09:32:33","411"
"267","MF2212015","-","","-","-","-","FM","7","8","0","1","2022-12-10 09:32:36","2022-12-10 09:32:36","412"
"268","MF2212015","กล่อง","","-","-","-","FM","7","1","0","1","2022-12-10 09:32:48","2022-12-10 09:32:48","413"
"269","MF2212015","-กล่องเปิดปิด สีชมพูขาว มีความด้าน\r\nดังรูปภาพประกอบ","","20221210_163311_กล่อง.jpg","20221210_163311_กล่อง.jpg","กล่อง.jpg","FM","7","2","0","1","2022-12-10 09:33:11","2022-12-10 09:33:11","414"
"270","MF2212015","เรียบเนียน มีความนูนที่ชื่อแบรนด์","","-","-","-","FM","7","3","0","1","2022-12-10 09:33:20","2022-12-10 09:33:20","415"
"271","MF2212015","-","","-","-","-","FM","7","4","0","1","2022-12-10 09:33:26","2022-12-10 09:33:26","416"
"272","MF2212015","•ความกว้าง 30.35 mm ± 0.61 mm\r\n•ความยาว 30.58 mm ± 0.611 mm\r\n•ความสูง 85.25 mm ± 1.71 mm","","-","-","-","FM","7","5","0","1","2022-12-10 09:33:48","2022-12-10 09:33:48","417"
"273","MF2212015","น้ำหนัก กล่อง 10 ชิ้น = 53.40 g.\r\nน้ำหนักเฉลี่ย 5.34 g./กล่อง ± 0.27 g.","","-","-","-","FM","7","6","0","1","2022-12-10 09:34:19","2022-12-10 09:34:19","418"
"274","MF2212015","-","","-","-","-","FM","7","7","0","1","2022-12-10 09:34:23","2022-12-10 09:34:23","419"
"275","MF2212015","ไม่มี","","-","-","-","FM","7","8","0","1","2022-12-10 09:34:32","2022-12-10 09:34:32","420"
"276","MF2212015","","","20221210_163623_ขลักษณะภายนอก.png","20221210_163623_ขลักษณะภายนอก.png","ขลักษณะภายนอก.png","FM","10","1","0","1","2022-12-10 09:36:23","2022-12-10 09:36:23","421"
"278","MF2212015","ไม่มีสติกเกอร์","","-","-","-","FM","10","2","0","1","2022-12-10 09:36:44","2022-12-10 09:36:44","422"
"279","MF2212015","ทรงสี่เหลี่ยมเคลือบด้าน","","-","-","-","FM","10","3","0","1","2022-12-10 09:36:52","2022-12-10 09:36:52","423"
"280","MF2212015","ชริ้ง","","-","-","-","FM","10","4","0","1","2022-12-10 09:37:00","2022-12-10 09:37:00","424"
"290","MF2212017","พลาสติก","","-","-","-","FM","7","1","0","1","2022-12-12 02:45:54","2022-12-12 02:45:54","458"
"291","MF2212017","-ฝาทรงรี สีชมพูเข้ม \r\n-ทึบแสง\r\n           ดังรูปภาพประกอบ","","20221212_094751_ฝา.png","20221212_094751_ฝา.png","ฝา.png","FM","7","2","0","1","2022-12-12 02:47:51","2022-12-12 02:47:51","459"
"292","MF2212017","เรียบเนียน","","-","-","-","FM","7","3","0","1","2022-12-12 02:48:04","2022-12-12 02:48:04","460"
"293","MF2212017","-","","-","-","-","FM","7","4","0","1","2022-12-12 02:48:09","2022-12-12 02:48:09","461"
"294","MF2212017","-ความกว้าง 17.27 mm ± 0.35 mm\r\n-ความยาว 26.70 mm ± 0.53 mm","","-","-","-","FM","7","5","0","1","2022-12-12 02:48:30","2022-12-12 02:48:30","462"
"295","MF2212017","หาค่าเฉลี่ย ฝา 10 ชิ้น = 21.61 g.\r\nน้ำหนักเฉลี่ย 2.16 g./ฝา ± 0.04 g.","","-","-","-","FM","7","6","0","1","2022-12-12 02:48:45","2022-12-12 02:48:45","463"
"296","MF2212017","ไม่มี","","-","-","-","FM","7","7","0","1","2022-12-12 02:48:53","2022-12-12 02:48:53","464"
"297","MF2212017","ไม่มี","","-","-","-","FM","7","8","0","1","2022-12-12 02:49:01","2022-12-12 02:49:01","465"
"298","MF2212017","กระดาษ","","-","-","-","FM","7","1","0","1","2022-12-12 02:49:26","2022-12-12 02:49:26","466"
"299","MF2212017","-กล่องเปิดปิด ทรงสูง \r\n-สีชมพู ทึบแสง\r\n          ดังรูปภาพประกอบ","ด้านหน้า","20221212_095011_กล่องด้านหน้า.png","20221212_095011_กล่องด้านหน้า.png","กล่องด้านหน้า.png","FM","7","2","0","1","2022-12-12 02:50:11","2022-12-12 02:50:11","467"
"300","MF2212017","","ด้านหลัง","20221212_095027_กล่องด้านหลัง.png","20221212_095027_กล่องด้านหลัง.png","กล่องด้านหลัง.png","FM","7","2","0","1","2022-12-12 02:50:27","2022-12-12 02:50:27","467"
"301","MF2212017","เรียบเนียน มีความด้าน มีการปั๊มนูนบริเวณชื่อแบรนด์ด้านหน้า และฝากล่อง","","-","-","-","FM","7","3","0","1","2022-12-12 02:50:41","2022-12-12 02:50:41","468"
"302","MF2212017","-","","-","-","-","FM","7","4","0","1","2022-12-12 02:50:47","2022-12-12 02:50:47","469"
