id,rm_code,trade_name,inci_name,supplier,set_decimal,rm_cost,company_name,companies_id,companies_share_status,lead_time,users_id,record_status,created_at,updated_at
19,RC00A019,AL White-7,"Aqua, Butylene Glycol, Arbutin, Niacinamide, Tranexamic Acid, Citric Acid, Sodium Sulfite, Glutathione, Glycyrrhiza Glabra (Licorice) Root Extract, Sophora Flavescens Root Extract, Saururus Chinensis Extract, Polysorbate 20",Bronson,2,5000.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-08 13:23:40
20,RC00A020,AVASTAR CO SOFT FOCUS WHITE 100,"Synthetic Fluorphlogopite, Tin Oxide, Titanium Dioxide, Dimethicone",JR Serve,2,4000.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-10-30 14:43:09
21,RC00A021,Avastar SS-20 FG,Silica,JR Serve,2,1200.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,0,2022-11-02 11:50:46,2024-10-30 17:08:46
22,RC00A022,Aristoflex AVC,Ammonium Acryloyldimethyltaurate/Vp Copolymer,Vouche,2,1900.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,0,2022-11-02 11:50:46,2024-11-28 11:56:41
23,RC00A023,AQUA AROMA KUMAZASA (Wature Bamboo),Sasa Kurilensis Aqua,JR Serve,2,5500.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-10-30 17:10:32
24,RC00A024,Active Cab Vitamin complex,"Glyceryl linolenate, Retinyl palmitate, Sodium ascorbyl phosphate, Xanthan gum, Caprylyl glycol, Disodium edta",JR Serve,2,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2022-11-02 11:50:46
25,RC00A025,AC-ML,Menthyl Lactate,Bronson,2,6250.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-08 13:26:42
26,RC00A026,Aqua EMU-2217,Cetyl PEG/PPG-10/1 Dimethicone,Water Doctor,2,3800.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-08 13:27:38
27,RC00B001,Beeswax,Beeswax,ฟาร์มผึ้งจิรภา,2,2720.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-08 13:31:12
28,RC00B002,Bio Bifida F,Bifida Ferment Lysate,Water Doctor,2,4500.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-09-03 15:20:39
29,RC00B003,Bio Nano EGF 1,Oligopeptide-1,Water docter,2,7500.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2025-01-13 09:35:23
30,RC00B004,Butter Cream Maker,"Cetyl Alcohol, Glyceryl Stearate, Ceteareth-10, PEG-40 Stearate",จันทร์เจ้า,2,1800.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2025-01-13 09:36:06
31,RC00B005,BIORAN FLOWER ACID,"Bellis Perennis (Daisy) Flower Extract, Hibiscus Sabdariffa Flower Extract, Jasminum officinale Jasmine) Flower Extract, Spiraea Ulmaria Flower Extract",Water Doctor,2,2800.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-09-03 15:36:50
32,RC00B006,BRIGHT Oléoactif®,"Brassica Campestris (Rapeseed) Seed Oil, Glycyrrhiza Glabra (Licorice) Root Extract, Polyglyceryl-3 Diisostearate, Althaea Officinalis Root Extract, Oryza Sativa (Rice) Bran Extract",SUMMIT,2,17500.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2025-08-20 17:42:23
33,RC00B007,Baicapil™,"Propanediol, Water, Arginine, Lactic Acid, Glycine Soja (Soybean) Germ Extract, Triticum Vulgare (Wheat) Germ Extract, Scutellaria Baicalensis Root Extract, Sodium Benzoate, Gluconolactone, Calcium Gluconate",Maxworth,2,6500.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-09-03 15:43:43
34,RC00B008,Boric acid,Boric acid,,2,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2022-11-02 11:50:46
35,RC00B009,Barquat MB-80,C12-C16 Alkyl dimethyl benzyl ammonium chloride (ADBAC),-,2,0.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,2,2022-11-02 11:50:46,2024-09-03 16:29:53
36,RC00B010,BIO BY 300,Aureobasidium Pullulans Ferment Extract,Water Doctor,2,0.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,2,2022-11-02 11:50:46,2024-09-03 16:33:05
37,RC00B011,Bronidox-L,"Propylene Glycol, 5-Bromo-5-Nitro-1,3-Dioxane",เคมีภัณฑ์,2,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2022-11-02 11:50:46
38,RC00B012,"1,3-Butylene Glycol",Butylene Glycol,PC intertrade,2,200.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-08 13:33:24
39,RC00B013,Bioecto™️ Ectoine,Ectoin,Catalite,2,44000.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-08 13:34:04
40,RC00C001,Carbopol 940 Polymer,Carbomer,Namsiang,2,630.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-08 13:37:37
41,RC00C002,Carbopol Ultrez 10 Polymer,Carbomer,Namsiang,2,2660.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-08 13:37:54
42,RC00C003,Carbopol Ultez 21 Polymer,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,Namsiang,2,1350.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-08 13:38:11
43,RC00C004,Cetiol 767,PEG-6 Caprylic/Capric Glycerides,Triple Nine,2,400.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-08 13:38:40
44,RC00C005,Cetiol HE,PEG-7 Glyceryl Cocoate,Triple Nine,2,150.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-08 13:38:59
45,RC00C006,Cinnogel CG,"Glycerin, Glyceryl Acrylate/Acrylic Acid Copolymer, Propylene Glycol, Phenoxyethanol, Caprylyl glycol,Aqua",Water doctor,2,850.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-08 13:39:16
46,RC00C007,CTAC 30,Cetrimonium Chloride,บ้านกิจโชค,2,150.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-08 13:40:04
47,RC00C008,Colamate DSLS-D,"Disodium Laureth Sulfosuccinate, Sodium Sulfate, Aqua, DMDM Hydantoin",Water doctor,2,105.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-08 13:39:42
48,RC00C009,Colaquat SME,Soyethyl Morpholinium Ethosulfate,Water doctor,2,2200.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2025-06-25 10:38:49
49,RC00C010,Colonial SCS,Sodium Coco-Sulfate,Water doctor,2,320.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-08 13:40:49
50,RC00C011,Comperlan KD T,Cocamide Dea,บ้านกิจโชค,2,175.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-08 13:41:21
51,RC00C012,Comthing SGS,"Aqua, Butylene Glycol, Sophora Flavescens Root Extract, Glycyrrhiza Inflata Root Extract, Scutellaria Baicalensis Root Extract",บ้านเคมี,2,4500.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-04-24 14:17:51
52,RC00C013,ColaLipid C,Cocamidopropyl PG-Dimonium Chloride Phosphate,Water doctor,2,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2022-11-02 11:50:46
53,RC00C014,Cepsinol P16 (Cetyl Alcohol),Cetyl alcohol,Siam Health,2,220.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-08 13:42:13
54,RC00C015,Clear Oleoactif,"Camelina Sativa Seed Oil, Thymus Vulgaris (Thyme) Flower/Leaf/Stem Extract",SUMMIT,2,17500.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2025-08-20 17:42:32
55,RC00C016,Cosmedia SP,Sodium polyacrylate,Catalite,2,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2022-11-02 11:50:46
57,RC00C018,Carnauba wax T1,Carnauba wax,,2,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2022-11-02 11:50:46
58,RC00C019,Chlorhexidine Gluconate,Chlorhexidine Gluconate,Triple Nine,2,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2022-11-02 11:50:46
59,RC00C020,CS-Bubble Booster,"Ammonium Lauryl Sulfate, Lecithin, Hydrogenated Polyisobutene, Phenyl Trimethicone, Acetyl Hexapeptide-8",Chem Source,2,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2022-11-02 11:50:46
60,RC00C021,Carbopol aqua SF-1 polymer,Acrylates Copolymer,Namsiang,2,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2022-11-02 11:50:46
61,RC00C022,Citric Acid (กรดมะนาว),Citric Acid,บ้านกิจโชค,2,120.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-08 13:42:36
62,RC00C023,Carbopol Ultrez 20 Polymer,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,Namsiang,2,1420.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-08 13:42:56
63,RC00C024,Calcium Carbonate Light,Calcium Carbonate,เคมีภัณฑ์,2,90.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2025-07-29 14:55:37
64,RC00C025,Carbopol aqua SF-2CN Polymer,Acrylates Crosspolymer-4,Namsiang,2,220.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-08 13:43:11
65,RC00C026,Coco Glucoside,Coco-Glucoside,จันทร์เจ้า,2,195.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-08 13:43:50
66,RC00C027,CMC,Sodium Carboxymethyl Cellulose,เคมีภัณฑ์,2,300.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-08 13:44:11
67,RC00C028,Cab O Sil (Aerosill),Hydrophilic Fumed Silica,กรุงเทพเคมี,2,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2022-11-02 11:50:46
68,RC00C029,Creagel® EZ 4,"Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, C13-14 Isoalkane, Laureth-7",Bestra,2,3000.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-08 13:44:30
69,RC00C030,Cel White 2G (Ascorbyl Glucoside),Ascorbyl Glucoside,Mama Chem,2,15000.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2025-08-18 11:09:48
70,RC00C031,Camphor SYN DAB6,Camphor,ฮงฮวด,2,420.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-08 15:31:39
71,RC00D001,Desert Milk,"Aqua, Simmondsia Chinensis (Jojoba) Seed Oil, Adansonia Digitata Seed Oil, Citrullus Lanatus (Watermelon) Seed Oil, Propanediol, Aloe Barbadensis Leaf Juice, Phospholipids, Adansonia Digitata Fruit Extract, Glycerin, Sodium Hyaluronate, Xanthan Gum",Bronson,2,4500.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-28 09:03:32
72,RC00D002,DL-Panthenol (B5),DL-Panthenol,Water doctor,2,1500.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-08 16:22:50
73,RC00D003,Delay spray,"Aqua, Clove Extract, Ginger extract, Ginseng Extract",กรีนฟาร์ม,2,2500.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-08 17:25:22
74,RC00D004,Detoskin,"Aqua, Glycerin, Paeonia Lactiflora Root Extract, Trehalose",maxworth,2,10000.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2025-08-06 08:47:16
75,RC00E001,Earis 3654 (Splendid Gold),"CI 77019, CI 77891, CI 77491",Catalite,2,1900.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-11 17:27:51
76,RC00E002,EasyGel GT501,"Sodium Acrylates Crosspolymer-2, Caprylic capric triglyceride, Sucrose stearate, Glycerin",Mama Chem,2,3200.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-11 17:28:05
77,RC00E003,EDTA 2NA,Disodium EDTA,ฮงฮวด,2,290.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-11 17:28:17
78,RC00E004,Emul 34C,Acrylates Copolymer,Bronson,2,130.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-11 17:29:45
79,RC00E005,Eumulgin HRE 40,PEG-40 Hydrogenated Castor Oil,Triple Nine,2,240.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2025-06-26 09:41:09
81,RC00E007,Elfan AT84,Sodium Cocoyl Isethionate,,2,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2022-11-02 11:50:46
82,RC00E008,Easyliance,"Acacia Senegal Gum , Hydrolyzed Rhizobian Gum",Namsiang,2,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2022-11-02 11:50:46
83,RC00E009,Emul 27C (P),Sodium polyoxyethylene lauryl ether sulfate,ฮงฮวด,2,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2022-11-02 11:50:46
84,RC00F001,Fiflow BTX,"Perfluorohexane, Perfluoroperhydrophenanthrene, Perfluorodecalin, Perfluorodimethylcyclohexane",Bestra,2,43000.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-11 17:36:28
85,RC00F002,Flora Foam (TM),Cocamidopropyl Hydroxysultaine,จันทร์เจ้า,2,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2022-11-02 11:50:46
86,RC00F003,Flexan II,Sodium Polystyrene Sulfonate,Triple Nine,2,2400.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-11 17:37:30
87,RC00F004,Finsolv TN,C12-15 Alkyl Benzoate,Chemico,2,400.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-11 17:38:00
88,RC00G001,Ginger Extract - DL,"Aqua, Butylene glycol, Zingiber Officinale (Ginger) Root Extract",Triple nine,2,780.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-11 17:41:27
89,RC00G002,Ginger Extract,Zingiber Officinale (Ginger) Root Extract,Bronson,2,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2022-11-02 11:50:46
90,RC00G003,"Grape Seed Oil, Cosmetics Type",Vitis Vinifera (Grape) Seed Oil,Namsiang,2,530.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-11 17:41:45
91,RC00G004,Geogard LSA,"Butylene Glycol, Benzyl Alcohol, Sorbic Acid, Myristyl Alcohol",Water doctor,2,1500.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-11 17:42:18
92,RC00G005,Glydant,DMDM Hydantoin,บ้านกิจโชค,2,125.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-11 17:42:39
93,RC00G006,Glydant Plus Liquid,"DMDM Hydantoin, Iodopropynyl Butylcarbamate",Water doctor,2,900.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-11 17:42:52
94,RC00G007,Green Tea Extract Liquid,Camellia Sinensis Leaf Extract,Namsiang,2,1300.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-11 17:43:08
95,RC00G008,Glycolic Acid 70%,"Aqua, Glycolic Acid",Water doctor,2,950.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-11 17:43:41
96,RC00G009,Geogard Ultra,"Gluconolactone, Sodium Benzoate",Water doctor,2,1700.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-11 17:44:01
97,RC00G010,GU-1500,"HDI/TRIMETHYLOL HEXYLLACTONE CROSSPOLYMER, SILICA",Bronson,2,3200.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-05-02 15:37:46
98,RC00H001,Hydrasoft Moist,"Glyceryl Polymethacrylate, Propylene Glycol",Bestra,2,2500.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-11 17:44:59
99,RC00H002,Honey,Honey,ร้านค้าทั่วไป,2,245.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-11 17:45:10
100,RC00H003,"Hyaluronic Acid Low Molecular Weight (Oligo Sodium 10,000 Dalton)",Sodium Hyaluronate,Bonanzaneutra,2,17000.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-12 09:18:14
101,RC00H004,Hydrovance,Hydroxyethyl Urea,Triple nine,2,330.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-11 17:53:04
102,RC00H005,Hyaluronic Acid Low Molecular Weight (1.5 Million),Sodium Hyaluronate,Bonanzaneutra,2,14000.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-11 17:55:28
103,RC00H006,HEDP (Etidromic acid),Etidronic acid,,2,,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2022-11-02 11:50:46
104,RC00H007,Hydrogen Peroxide  (Interox ST 50),Hydrogen peroxide,PC Intertrade,2,45.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-08-30 17:00:36
105,RC00H008,Hectorite Gel Isododecane Base,"Isododecane, Disteardimonium Hectorite, Propylene Carbonate",จันทร์เจ้า,2,1600.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-11-12 17:55:26
106,RC00H009,HS TKM 24,"Aqua, Butylene Glycol, 1,2-Hexanediol, Hydroxypropyl Cyclodextrin, Angelica Gigas Root Extract, Camellia Sinensis Leaf Extract, Curcuma Longa (Turmeric) Root Extract, Eclipta Prostrata Extract, Polygonum Multiflorum Root Extract, Scutellaria Baicalensis Root Extract, Swertia Japonica Extract, Thuja Orientalis Leaf Extract, Carthamus Tinctorius (Safflower) Flower Extract, Forsythia Suspensa Fruit Extract, Ginkgo Biloba Leaf Extract, Glycine Soja (Soybean) Seed Extract, Glycyrrhiza Uralensis (Licorice) Root Extract, Panax Ginseng Root Extract, Schizandra Chinensis Fruit Extract, Zingiber Officinale (Ginger) Root Extract, Acorus Gramineus Extract, Artemisia Princeps Leaf Extract, Chrysanthemum Zawadskii Extract, Cornus Officinalis Fruit Extract, Ficus Carica (Fig) Fruit Extract, Ganoderma Lucidum (Mushroom) Extract, Houttuynia Cordata Extract, Sophora Flavescens Root Extract, Aspergillus Ferment",Triple nine,2,2900.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-07-25 10:07:24
107,RC00I001,IBR - Dormin NP 0302,"Glycerin, Aqua, Narcissus Tazetta Bulb Extract",Aumento,2,34000.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-05-03 17:30:46
108,RC00I002,IBR - TCLC in Jojoba Oil 0705,"Simmondsia Chinensis (Jojoba) Seed Oil, Squalane, Solanum Lycopersicum (Tomato) Fruit Extract",Aumento,2,28000.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-12 13:20:25
109,RC00I003,Isoprene Glycol-S (IPD),Isopentyldiol,Bonanzaneutra,2,300.0,บริษัท ออกานิกส์ คอสเม่ จำกัด,1,0,,4,1,2022-11-02 11:50:46,2024-03-12 14:20:14
